driver_id,cycleRule,timezone,splitShiftActive,driveSeconds,onDutySeconds,cycleSeconds,remainingDriveMinutes,remainingShiftMinutes,breakRemainingMinutes,violation active,last7Days violation,violation patterns,last7Days pti_violations,pti_violation patterns,speed,latitude,longitude,Address,dataDate
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,86399,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.656
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,172798,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.682
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,259197,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.708
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,345596,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.732
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,431995,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.756
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,518394,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.786
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,604793,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.811
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,691192,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.835
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,777591,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.859
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,863990,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.885
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,950389,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.914
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1036788,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.938
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1123187,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.963
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1209586,0,0,0,0,[0],0,[],0,[],0,0.0,0.0,,2025-09-20 20:58:44.987
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1295985,0,0,0,0,[0],0,[],0,[],,37.790936385860896,-121.31426085289476,"0.01 mi NNE Lathrop, CA",2025-09-20 20:58:45.012
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1382384,0,0,0,0,[0],0,[],0,[],-121.31426085289476,37.790936385860896,-121.31426085289476,,2025-09-22 04:00:23.399
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,13395,13395,13395,223,235,223,[0],0,[],0,[],,35.312061,-118.999916,"0.03 mi E Bakersfield, CA",2025-09-22 04:00:23.416
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,71337,26416,0,0,0,[0],0,[],1,['2'],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-23 04:45:22.705
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,157736,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-24 04:03:07.942
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,186540,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-25 04:14:32.750
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,272939,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-26 15:21:51.562
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,359338,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-27 15:54:13.441
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,618535,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-30 19:20:07.395
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,445737,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-30 19:20:07.433
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,532136,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-09-30 19:20:07.458
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,704934,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-01 04:00:38.765
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,791333,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-02 18:43:53.929
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,877732,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-07 19:35:24.535
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,964131,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-07 19:35:24.552
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1050530,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-07 19:35:24.568
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1136929,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-07 19:35:24.583
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1193053,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-07 19:35:24.598
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1279452,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-10 02:07:42.587
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1359114,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-10 02:07:42.608
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1445513,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-11 06:36:07.089
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,1454880,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-11 06:36:07.108
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,86399,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.379
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,172798,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.398
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,259197,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.414
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,345596,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.429
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,431995,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.446
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,490465,0,0,0,0,[0],0,[],0,[],,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-19 20:14:30.467
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,576864,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-25 11:49:09.088
sukh5912,USA Property 70 Hour / 8 Day,America/New_York,False,0,663263,0,0,0,0,[0],0,[],0,[],-116.691429,34.829322,-116.691429,"0.03 mi ESE Newberry Springs, CA",2025-10-25 11:49:09.106
